X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,tag
,,291879253,way,15,,hospital,,,,,83693554,,,,1c863891cb854de19a740f161174669a,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/17 08:48:11,,,,,Hugungumai Health Post,,_Mave_,,,,,hospital,,
6.74546193075051,9.40652239873992,8185101181,node,12,,doctors,,,,,95113931,,,,176ae6b974094166ac5597bfe0a60332,,,,MSFsurvey,,0,1,,2020/12/01 19:55:29,,,,,PHC Sesita,,Jorieke V,,,,,,,
,,839837305,way,9,,hospital,,,,,89804711,,,,605ef7a57ebf4acf96057957f2ec786b,,,,,,0,1,,2020/08/23 10:47:24,,,,,,,Musasani,,,,,hospital,,
4.42041712501864,11.568156553867,7910871546,node,15,,doctors,,,,,90946137,,,,20badd3eef8e414b9225d5794b3db623,,,,MSFsurvey,,0,1,,2020/09/15 20:32:03,,,,,PHC Lani,,laechoppe,,,,,doctor,,
4.14362664948064,13.1628525246589,7910232543,node,12,,doctors,,,,,90945588,,,,62b51d7c7edf4dc5a5fde896565098e4,,,,MSFsurvey,,0,1,,2020/09/15 20:17:36,,,,,PHC Bachaka,,Jorieke V,,,,,,,
,,792054624,way,12,,hospital,,,,,83577798,,,,cc77c62033924dbc88744297875a801a,,,,,,0,1,,2020/04/15 08:44:59,,,,,Allah bamu Lafiya Hospital,,WorldStar007,,,,,hospital,,
,,728911997,way,24,,hospital,,kafiya,primary,,89767122,,,,5aca3f6dec864a549ea917245d3d1b22,,,,,,0,3,,2020/08/21 23:26:23,,,,yunusari,Kafiya Dispensary,,Abdulaziz Jimoh,,,,,hospital,public,
,,837475119,way,12,,hospital,,,,,89458651,,,,f99cbadef1a146989b083f330c157735,,,,,,0,1,,2020/08/15 23:20:25,,,,,Zhedinyi Health Clinic,,Elam Briska Mapida,,,,,hospital,,
,,305264696,way,18,,hospital,,,,,85945721,,,,6d4207c013534c1894cea88bdd807885,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/29 12:07:54,,,,,Cocin Primary Health Center,,EMStokes,,,,,hospital,public,
,,840189073,way,12,,hospital,,,,,89859072,,,,691569a11ac641b2ac808991287050a9,,,,,,0,1,,2020/08/24 12:47:20,,,,,Tala Health Post Tala,,Isa sani,,,,,hospital,,
,,291876696,way,15,,hospital,,,,,83652562,,,,aa78384fb0944a0bbf58be1ec6027b28,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/16 13:44:33,,,,,Gadanya Health Post,,_Mave_,,,,,hospital,,
5.60228667869919,13.3930212621842,4590931920,node,12,,clinic,,,,,83297257,,,,301258e349ef4f1e96c6a11698e3cc31,,,,MSFsurvey,,0,3,,2020/04/09 09:20:53,,,,,Kagara Primary Health Clinic and Dispensary,,mspray9,,,,,,,
,,291921253,way,15,,hospital,,,,,85082938,,,,434c8ce99ff54f16a4b3c17851233149,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/12 11:14:23,,,,,Santsi Health Post,,{display_name},,,,,hospital,,
,,291889769,way,15,,hospital,,,,,85082938,,,,bd5de25ea566445a9b0933c357fdf324,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/12 11:14:23,,,,,Balloda Health Post,,{display_name},,,,,hospital,,
,,794662968,way,18,,hospital,,,,,83919865,,,,c9b90ffacaf34e8294d65993fb7dd17e,,,,ehealthafrica.org,,0,1,,2020/04/22 07:04:23,,,,,Nasaru Model Primary Health Center,,YoungSimp,,,,,hospital,public,
8.192915187788,11.6557162613504,2925757206,node,12,,hospital,,,,,23059342,,,,ebfadb1dd94c4057b22ba664549ce92f,,,,ehealthafrica.org,,0,1,,2014/06/21 10:42:50,,,,,Yako Primary Health Centre,,sameme_import,,,,,,,
,,809213652,way,18,,hospital,,,,,85897494,,,,c767d741700e46ecb504eeae504293b8,,,,ehealthafrica.org,,0,1,,2020/05/28 15:17:00,,,,,Magama Maternity,,EMStokes,,,,,hospital,public,
,,790442209,way,12,,hospital,,,,,83373315,,,,e49e4159931044f59e68dfbbe5a8da1d,,,,,,0,1,,2020/04/10 15:54:43,,,,,Parklande Specialist Hospital,,WorldStar007,,,,,hospital,,
,,840095288,way,12,,hospital,,,,,89844501,,,,7ca4f94315c64474916ba6d40b69e6d9,,,,,,0,1,,2020/08/24 08:50:50,,,,,Nasarawo Model Health Center,,Isa sani,,,,,hospital,,
,,299040773,way,15,,hospital,,,,,83599075,,,,cf6aa4dc3a7349d299e0cd4e22986bbe,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/15 14:52:44,,,,,Unguwar Uku Primary Health Centre,,WorldStar007,,,,,hospital,,
,,292065963,way,15,,hospital,,,,,83708118,,,,0c044aa296ac4643a7443b30d572297f,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/17 12:47:57,,,,,SSS Dawakin Tofa Health Post,,WorldStar007,,,,,hospital,,
,,288769903,way,6,,hospital,,,,,23021215,,,,545bdcdfe120464c84d463a44fcdd090,,,,,,0,1,,2014/06/19 10:43:58,,,,,,,olub,,,,,,,
3.61678447244228,11.6389516168131,7911048754,node,12,,doctors,,,,,90946909,,,,ec91d7f0b9424b61bc4fe4ad9ce75004,,,,MSFsurvey,,0,1,,2020/09/15 20:55:22,,,,,PHC Lolo,,Jorieke V,,,,,,,
,,840489570,way,12,,hospital,,,,,89906632,,,,9f4a047adf0341439f0a219a70b25645,,,,,,0,1,,2020/08/25 10:04:04,,,,,wuro gayandii,,Musasani,,,,,hospital,,
,,795537509,way,24,,hospital,,,,,84043829,,7,,a2a4e2dfada0443780d6320cc2ed1a56,,,,ehealthafrica.org,,0,1,,2020/04/24 07:22:03,,,,,Nursing Home Hospital,0,YoungSimp,,,,,hospital,public,
13.2061736368399,10.4540699424081,7840568290,node,12,,hospital,,,,,89868132,,,,c496abcc15734f66a6356c5a4b0d2138,,,,,,0,1,,2020/08/24 16:08:37,,,,,Health Post Uba Dispensary,,Ibrahim Adamu,,,,,hospital,,
,,305156504,way,18,,hospital,,,,,85943616,,,,f236fa52af8647fa9b697b2bed911a04,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/29 11:27:36,,,,,Sabon Gidan,,EMStokes,,,,,hospital,public,
11.8058734466572,10.2394844201678,3459908998,node,21,,doctors,,,,,30271138,,0,,74ec2c1ddd224a858b335e561d84c615,,,,ehealthafrica.org,,0,1,,2015/04/16 18:06:27,,,,,Dispensary Kurngulung,0,edvac_import,,,,,,public,
,,84169502,way,12,,clinic,,,,,79458168,,,,8c1be724ad454dfdac2d8b1ec81071e9,,,,,,0,3,,2020/01/11 18:55:58,,,,,Prime Optical Eye Clinic,,shavankrats,,,,,clinic,,
4.99546136409404,13.011400838226,7820396256,node,9,,clinic,,,,,89523622,,,,5b01700f3d11491287b5217e7ae12d50,,,,MSFsurvey,,0,1,,2020/08/17 14:16:40,,,,,,,Jorieke V,,,,,,,
,,841233138,way,9,,hospital,,,,,90015392,,,,64e42d425fc348c7873d1b8105574e97,,,,,,0,1,,2020/08/27 09:03:37,,,,,,,Isa sani,,,,,hospital,,
12.2174851583606,10.5963702669562,3654985756,node,21,,doctors,,,,,33034345,,0,,0ba02e7cbb9a434ca972c4318367817e,,,,ehealthafrica.org,,0,2,,2015/08/01 17:39:12,,,,,Yawi Dispensary,0,edvac_import,,,,,,public,
7.1155470957423,12.0595873692921,7824300145,node,12,,doctors,,,,,89595497,,,,b75df341baf74a25bed9b9d435cf4aae,,,,MSFsurvey,,0,1,,2020/08/18 20:39:52,,,,,Phc Hayin Alhaji,,Lucitucci,,,,,,,
,,844994365,way,12,,hospital,,,,,90521198,,,,90f7a688ab4a481bb33d83dc508ee00e,,,,,,0,2,,2020/09/07 09:51:19,,,,,Jaggu Primary Health Care Center,,Isa sani,,,,,hospital,,
12.9054635565775,12.5243873695924,3657718796,node,21,,doctors,,,,,32733740,,0,,9a2f1b2add1d4828972f4cb460ca9565,,,,ehealthafrica.org,,0,1,,2015/07/19 14:16:03,,,,,Funga Dispensary,0,michael63_import,,,,,,public,
12.8443380247705,10.8695550992061,3458635973,node,21,,doctors,,,,,30253613,,0,,6fcb300daa5441769919a263106a91b2,,,,ehealthafrica.org,,0,1,,2015/04/16 02:27:51,,,,,Town Dispensary,0,edvac_import,,,,,,public,
,,301670316,way,18,,hospital,,,,,84268703,,,,61558d093a2f4033a08095cc451db39c,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/28 13:01:34,,,,,Dagaro Dispensary,,Jcasas1,,,,,hospital,public,
6.25111069262169,9.6594029925613,8124584024,node,12,,doctors,,,,,94205272,,,,53497d4849254549a4fec6cd8d4ded71,,,,MSFsurvey,,0,1,,2020/11/16 13:31:25,,,,,PHC,,Jorieke V,,,,,,,
,,792575218,way,9,,hospital,,,,,83655013,,,,de49667e538e4f1e91fc80cd20f84142,,,,,,0,1,,2020/04/16 14:43:45,,,,,,,WorldStar007,,,,,hospital,,
,,292065939,way,15,,hospital,,,,,83708118,,,,a23e77047626447c8005744c0552d9b0,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/17 12:47:57,,,,,Dawanau Primary Health Centre,,WorldStar007,,,,,hospital,,
,,305126225,way,18,,hospital,,,,,85898341,,,,f2c105403d8843d18a4d08c12122f280,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/28 15:39:53,,,,,Magama Gari Dispensary,,EMStokes,,,,,hospital,public,
,,301670266,way,18,,hospital,,,,,84265751,,,,b521b9db1bfe446288bedceb48a1695b,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/28 12:11:47,,,,,Tale Dispensary,,Jcasas1,,,,,hospital,public,
,,797474879,way,18,,hospital,,,,,84268703,,,,8b9a8d2bfbe943f588490a1f65618db0,,,,ehealthafrica.org,,0,1,,2020/04/28 13:01:34,,,,,Bulkachuwa Matenity/Primary Health Center,,Jcasas1,,,,,hospital,public,
12.0109698163148,10.4322882259073,3641579833,node,15,,doctors,,,,,89568506,,,,6f65383db6de42a6a259cd38d1df3e92,,,,ehealthafrica.org,,0,2,,2020/08/18 10:32:24,,,,,Fikka Dispensary,,Umarkakali,,,,,,unknown,
7.82597591869529,11.541239999663,2923366079,node,12,,hospital,,,,,23022736,,,,b9f7207b18784351afb184411a8cc649,,,,ehealthafrica.org,,0,1,,2014/06/19 12:05:40,,,,,Karshi Health Post,,sameme_import,,,,,,,
,,291889757,way,15,,hospital,,,,,85082938,,,,16b09cb23a7e411da73ff6427e522f4a,,,,"Bing;ehealthafrica.org",,0,2,,2020/05/12 11:14:23,,,,,Yan Bawa Health Post,,{display_name},,,,,hospital,,
13.2502680634077,11.8659754642677,7379026143,node,12,,hospital,,,,,89649082,,,,70b13379272a486195b172cb8eb32f84,,,,,,0,2,,2020/08/19 18:14:25,,,,,Muna Mallam Kori Refugee Site,,Jamila Abdullahi Bwala,,,,,hospital,,
12.1641427265643,10.2530767658111,3645336769,node,21,,doctors,,,,,32557048,,0,,56bdea201ef14e4e8909dde33eabd1a3,,,,ehealthafrica.org,,0,1,,2015/07/11 03:28:16,,,,,Gwapopolok Health Clinic,0,edvac_import,,,,,,public,
,,850166014,way,18,,hospital,,,state Primary HealthCare Development Agency,,91305027,,,,962e7e9bc7d84124abe3d24f8fa8cc94,,,,,,0,1,,2020/09/22 15:11:46,,,,,Primary Health Clinic,,Austinenoni,,,,,hospital,state_Primary_HealthCare_Development_Agency,
,,291881001,way,15,,hospital,,,,,83710736,,,,5d0a3f3194ff44bcb6157f8faf26769a,,,,"Bing;ehealthafrica.org",,0,2,,2020/04/17 13:48:33,,,,,Dankwai Health Post,,_Mave_,,,,,hospital,,
,,809269608,way,18,,hospital,,,,,85903538,,,,d3285ffea842474280c9d6512e9a0b96,,,,ehealthafrica.org,,0,1,,2020/05/28 18:14:05,,,,,Durr Maternity/Primary Health Center,,EMStokes,,,,,hospital,public,
,,796958432,way,18,,hospital,,,,,84202826,,,,1dcc173fd28344409c175102e06853e8,,,,ehealthafrica.org,,0,1,,2020/04/27 13:38:07,,,,,Bursali Maternity Maternity,,Jcasas1,,,,,hospital,public,
3.50174503068061,6.61364166737837,7267104685,node,12,,pharmacy,,,,,81834279,,,,d5581b3db07c460db93489602e94da73,,,,,,0,1,,2020/03/05 18:14:41,,,,,Helix Pharmacy,,zaizone,,,,,pharmacy,,
